GLCode,ACCOUNTS,ACT2,AHMED        ,AKSHAYR,ALISON,ANDRIESD,ARISH        ,ARNOVM,ASHLEYC,ASHMEERD,AUTH1,BABALWA      ,BHAVANAM,BILAL,BOB,BONGAZ       ,BRADLEYJ,BRENTON,BUKELANI,CARL,CAROLT,CELESCIA,CHARLESE     ,CHARLESM,CHLAUTH,CHLBUY,CHLREQ,CHRISK,CHRISTIAAN   ,CHRISV       ,CLAUDES      ,CPTREQ,CRAIG        ,DANIELLEM    ,DARREL       ,DAVID        ,DAVIDS,DAVIDW       ,DENISES,DINESH,DONOVAN      ,DURVESHB     ,EDGARL       ,EDUANM,EUGENEJ      ,EVNBUY,EVNREQ,FORTUNATE    ,FRANCOIS,FRIKKIE      ,GARYW        ,GEOFFREY     ,GEORGE,GERTR,GRAHAMT      ,HANNELIE     ,HEINRICHE    ,HENDRIKL     ,HENNIEC,HENNIEVD,HENRYK,HLONIPHANI   ,HUGOB,IT           ,JAROD,JAUNM        ,JIVESHS,JOASHM,JOHANK       ,JOHANNESB,JOHNJ        ,JPVAN,KAREN,KARISAN,KARLC,KATED        ,KELSEYL,KESHNEE      ,KEVIN        ,KUBEN        ,LAURENCE     ,LEONI COMBRINK,LEONIEC,LINDA,LINETTE      ,LIZELLE      ,LUVUYO,MARKB,MARKD,MARKO        ,MARKS,MARLENEG,MARTINB,MATTHEWG     ,MBUSELENIZ   ,MERINDAG,MIKEH,MONAN        ,MOSESM,MTHOBISI,MTHOKOZISI,MUDDASAR     ,NAZEERE,NEIL,NELLIED,NIRVANA,NISHANC,NIZAAMA      ,NJABULOM,NJAUBLOM,NKULULEKOL,NOMCEBON,NOMFUNEKAM,NONKU,NTUTHUKO     ,OWENP        ,OWENR,PAULC,PETER        ,PHILIPV,PMBBUYER,PMBREQ,REGINALD,RICKS,ROBERT       ,RYANB        ,SAGREEM,SANDILES,SANELEN,SAROJ,SCHALKVL     ,SERVESHAN,SHAMLAG,SHANEG,SHANTALN,STANLEYT,STEPHANR,STRINI,SUEJ,TEGAN,TERENCE      ,THEMBENIN,THEOLAN      ,TKW1REQ,TKWAUTH,TKWAUTH1,TKWEMERG,TKWREQ,TRACEYH      ,TRACYS       ,UMHAUTH,UMHBUY,UMHGRN,UMHREQ,VANESSAA     ,WILHELMW,YOLISA       ,YURI,ZAHEER
PMBPMBADM920100,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920200,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920300,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920400,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920500,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920600,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920700,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920800,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM920900,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921000,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921100,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921200,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921300,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921400,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921500,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921601,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921602,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921701,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921702,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921800,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM921900,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922000,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922100,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922200,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922300,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922400,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922500,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922600,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922650,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922700,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922701,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM922800,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM923000,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930100,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930200,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930300,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930400,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930500,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930600,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930800,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM930900,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM931000,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBADM931100,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS303800,,1,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,1,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,1,,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,1,,1,,,,,1
PMBPMBCUS303801,,1,,,,,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS560100,,1,,,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS570201,1,,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,1,,,,,1,1,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,1,1,,1,,,,,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS570401,,1,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,1,,,1,,,,,1,1,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,1,,,1,,1,,,,,1,1,,1,,,,,1,,,1,,,,1,1,1,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS600700,1,1,,,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS601000,,1,,,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS601901,1,1,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS601902,1,1,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS601903,1,1,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS602001,1,,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS602002,1,,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS602003,1,1,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBCUS602100,,,,1,,,,1,,,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,1,,,,,,,,,,1,,,,,1,1,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG401401,1,1,,1,,,,1,,1,,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,1,1,,1,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,1,,1,,,1,1,,1,,,1,1,1,,,,,,,,1,,1,,1,,,,1,,1,,,1,,,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG510100,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG510201,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG510202,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1
PMBPMBENG510701,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG510803,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG510805,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG510900,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
PMBPMBENG520100,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
