GLCode,ACCOUNTS,ACT2,AHMED        ,AKSHAYR,ALISON,ANDRIESD,ARISH        ,ARNOVM,ASHLEYC,ASHMEERD,AUTH1,BABALWA      ,BHAVANAM,BILAL,BOB,BONGAZ       ,BRADLEYJ,BRENTON,BUKELANI,CARL,CAROLT,CELESCIA,CHARLESE     ,CHARLESM,CHLAUTH,CHLBUY,CHLREQ,CHRISK,CHRISTIAAN   ,CHRISV       ,CLAUDES      ,CPTREQ,CRAIG        ,DANIELLEM    ,DARREL       ,DAVID        ,DAVIDS,DAVIDW       ,DENISES,DINESH,DONOVAN      ,DURVESHB     ,EDGARL       ,EDUANM,EUGENEJ      ,EVNBUY,EVNREQ,FORTUNATE    ,FRANCOIS,FRIKKIE      ,GARYW        ,GEOFFREY     ,GEORGE,GERTR,GRAHAMT      ,HANNELIE     ,HEINRICHE    ,HENDRIKL     ,HENNIEC,HENNIEVD,HENRYK,HLONIPHANI   ,HUGOB,IT           ,JAROD,JAUNM        ,JIVESHS,JOASHM,JOHANK       ,JOHANNESB,JOHNJ        ,JPVAN,KAREN,KARISAN,KARLC,KATED        ,KELSEYL,KESHNEE      ,KEVIN        ,KUBEN        ,LAURENCE     ,LEONI COMBRINK,LEONIEC,LINDA,LINETTE      ,LIZELLE      ,LUVUYO,MARKB,MARKD,MARKO        ,MARKS,MARLENEG,MARTINB,MATTHEWG     ,MBUSELENIZ   ,MERINDAG,MIKEH,MONAN        ,MOSESM,MTHOBISI,MTHOKOZISI,MUDDASAR     ,NAZEERE,NEIL,NELLIED,NIRVANA,NISHANC,NIZAAMA      ,NJABULOM,NJAUBLOM,NKULULEKOL,NOMCEBON,NOMFUNEKAM,NONKU,NTUTHUKO     ,OWENP        ,OWENR,PAULC,PETER        ,PHILIPV,PMBBUYER,PMBREQ,REGINALD,RICKS,ROBERT       ,RYANB        ,SAGREEM,SANDILES,SANELEN,SAROJ,SCHALKVL     ,SERVESHAN,SHAMLAG,SHANEG,SHANTALN,STANLEYT,STEPHANR,STRINI,SUEJ,TEGAN,TERENCE      ,THEMBENIN,THEOLAN      ,TKW1REQ,TKWAUTH,TKWAUTH1,TKWEMERG,TKWREQ,TRACEYH      ,TRACYS       ,UMHAUTH,UMHBUY,UMHGRN,UMHREQ,VANESSAA     ,WILHELMW,YOLISA       ,YURI,ZAHEER
CHLCHLADM570104,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,1,1,1,1,,,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570105,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,1,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570201,1,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570202,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570203,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570301,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570402,,1,,,1,,,,,,,,1,,,1,,,,1,1,1,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570403,1,1,,,1,,,,,,,,1,,,1,,,,1,1,1,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570601,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM570602,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM570603,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM570605,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,,1,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,,1,,,,,,,,1,1,,,1,,1,,,1,,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM570701,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,1,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM580101,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM580102,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,,,,,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM600100,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,1,,,,,1,,,,1,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,1,1,,,1,,,1,,,,,1,1,1,1,,,,,1,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM600300,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM600400,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,,,,1,,,1,,,,,,1,,,1,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,,,,,,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM600700,1,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,1,,,,,1,,,,1,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,1,1,1,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM600800,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM601000,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM601100,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM601200,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,1,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601201,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,1,,,1,,,1,1,,,,1,1,,1,,,,,1,,,1,1,,,,,,,,1,,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601202,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,1,1,,,,,,,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,1,,,1,,,1,1,,,,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601300,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,,,,,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601301,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601500,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601600,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601701,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,1,,,,1,1,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601702,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,1,,,,1,1,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601800,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM601901,1,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM601902,1,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM601903,1,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM602100,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,1,,,,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,1,1,,,1,,1,,,,1,,1,1,,,1,1,,,,1,1,,1,,,,,,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM830101,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830201,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830202,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830301,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830302,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830401,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830402,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830403,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830405,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830501,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830502,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830503,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830601,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830602,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830701,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830702,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830801,,,,,,,,,,,1,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830802,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830901,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM830902,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM832000,1,1,,,1,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,1,,,,,,,1,,,1,,1
CHLCHLADM832001,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CHLCHLADM832002,1,1,,,1,,,,,,1,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,1,,,1,,,,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,1,1,,1,,1,,,,,1,1,,1,,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM832003,1,,,,1,,,,,,1,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,1,1,,,,1,,,,,1,1,,1,,,,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLADM833000,1,,,,1,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,,1,,,,1,,,1,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,1,,1,,,1,1,,,1,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLADM840101,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
